ORF	Gene	Position	Fast	Slow
YFL040W	YFL040W	chrVI:51349-52972	5.46692	7.73391
YFL041W	FET5	chrVI:49138-51007	103.732	92.8958
YFL041W-A	YFL041W-A	chrVI:48733-48925	48.4836	54.5068
YFL042C	YFL042C	chrVI:45719-47744	21.612	24.474
YFL044C	OTU1	chrVI:44654-45560	46.9479	54.9448
YFL045C	SEC53	chrVI:43627-44392	1071.12	1147.64
YFL046W	FMP32	chrVI:42814-43438	79.9084	104.329
YFL047W	RGD2	chrVI:40420-42565	33.6401	41.5616
YFL048C	EMP47	chrVI:38842-40180	82.8505	77.7264
YFL049W	SWP82	chrVI:36802-38674	42.9553	37.3546
YFL050C	ALR2	chrVI:33271-35848	19.6918	19.6728
YFL051C	YFL051C	chrVI:30057-30540	3.08515	5.50625
YFL052W	YFL052W	chrVI:28231-29629	3.46568	2.82864
YFL053W	DAK2	chrVI:23422-25198	1.48345	1.17351
YFL054C	YFL054C	chrVI:20846-22787	8.10566	9.46705
YFL055W	AGP3	chrVI:17003-18680	4.98753	5.90696
YFL056C	AAD6	chrVI:14792-15431	28.0853	30.3144
YFL057C	AAD16	chrVI:14304-14763	50.1701	43.5647
YFL058W	THI5	chrVI:12928-13951	0.412104	2.11277
YFL059W	SNZ3	chrVI:11362-12259	4.49723	5.84677
YFL060C	SNO3	chrVI:10300-10969	2.39037	2.68576
YFL061W	DDI2	chrVI:9544-10222	0.283595	0.379388
YFL062W	COS4	chrVI:6425-7565	0.301454	0.509268
YFL063W	YFL063W	chrVI:5065-5521	0.889987	0.472563
YFL064C	YFL064C	chrVI:3029-3846	1.26764	0.698114
YFL065C	YFL065C	chrVI:3029-3846	0	1.21098
YFL066C	YFL066C	chrVI:1436-2615	0	0
YFL067W	YFL067W	chrVI:835-1363	2.6371	5.4402
YFL068W	YFL068W	chrVI:52-535	0	0
YFR001W	LOC1	chrVI:149109-149724	473.237	321.989
YFR002W	NIC96	chrVI:150015-152535	55.2456	50.591
YFR003C	YPI1	chrVI:152656-153124	117.039	112.649
YFR004W	RPN11	chrVI:153392-154313	300.341	243.936
YFR005C	SAD1	chrVI:154526-155873	49.1642	49.5798
YFR006W	YFR006W	chrVI:156144-157752	102.356	101.458
YFR007W	YFH7	chrVI:159298-160360	24.3239	22.531
YFR008W	FAR7	chrVI:160534-161200	10.2047	16.0745
YFR009W	GCN20	chrVI:162487-164746	131.506	129.245
YFR009W-A	YFR009W-A	chrVI:162487-164746	247.407	173.2
YFR010W	UBP6	chrVI:165066-166566	183.065	159.116
YFR010W-A	YFR010W-A	chrVI:166727-167258	34.981	28.5697
YFR011C	AIM13	chrVI:166727-167258	295.113	291.13
YFR012W	YFR012W	chrVI:167887-168496	8.90453	12.2775
YFR012W-A	YFR012W-A	chrVI:169223-169310	750.592	605.483
YFR013W	IOC3	chrVI:169921-172285	39.995	43.1788
YFR014C	CMK1	chrVI:172536-173877	49.0054	48.066
YFR015C	GSY1	chrVI:174264-176391	5.93034	58.8035
YFR016C	YFR016C	chrVI:177041-180743	29.2219	49.422
YFR017C	YFR017C	chrVI:182273-182861	9.1663	12.5996
YFR018C	YFR018C	chrVI:183130-184222	29.0272	44.9272
YFR019W	FAB1	chrVI:184501-191338	8.47622	9.49945
YFR020W	YFR020W	chrVI:192736-193435	23.9513	19.1276
YFR021W	ATG18	chrVI:194811-196314	21.5797	25.7666
YFR022W	ROG3	chrVI:196832-199034	11.0149	10.7588
YFR023W	PES4	chrVI:199873-201709	2.64722	4.70508
YFR024C-A	LSB3	chrVI:201959-203433	118.346	102.24
YFR025C	HIS2	chrVI:203742-204750	48.9124	68.8997
YFR026C	ULI1	chrVI:205747-206257	8.06103	23.9791
YFR027W	ECO1	chrVI:207451-208297	17.3711	33.6773
YFR028C	CDC14	chrVI:208412-210068	71.2006	75.1549
YFR029W	PTR3	chrVI:210936-212973	11.7813	14.9257
YFR030W	MET10	chrVI:213311-216419	15.0374	38.7536
YFR031C	SMC2	chrVI:216593-220106	31.2992	34.9138
YFR031C-A	RPL2A	chrVI:220506-221418	2482.73	2071.31
YFR032C	RRT5	chrVI:222089-222959	30.9551	15.6237
YFR032C-A	RPL29	chrVI:223257-223973	1910.89	1167.57
YFR032C-B	YFR032C-B	chrVI:223257-223973	2.31951	0
YFR033C	QCR6	chrVI:224325-224769	378.031	349.888
YFR034C	PHO4	chrVI:225019-225958	32.8454	47.9063
YFR034W-A	YFR034W-A	chrVI:226021-226465	1.92273	6.5737
YFR035C	YFR035C	chrVI:226021-226465	143.902	124.66
YFR036W	CDC26	chrVI:226962-227337	71.9675	79.2454
YFR036W-A	YFR036W-A	chrVI:227450-229186	0.169025	0.420856
YFR037C	RSC8	chrVI:227450-229186	151.618	148.493
YFR038W	IRC5	chrVI:229379-231941	48.3234	48.1175
YFR039C	YFR039C	chrVI:232011-233544	34.8136	45.7841
YFR040W	SAP155	chrVI:234241-237250	58.6593	57.8332
YFR041C	ERJ5	chrVI:237367-238255	93.2426	124.682
YFR042W	KEG1	chrVI:238457-239060	41.329	49.3269
YFR043C	IRC6	chrVI:239113-239827	51.2035	51.7909
YFR044C	DUG1	chrVI:239991-241437	142.807	131.123
YFR045W	YFR045W	chrVI:241997-242999	14.6323	21.8407
YFR046C	CNN1	chrVI:243073-244159	19.8014	32.2245
YFR047C	BNA6	chrVI:244278-245166	76.8564	112.528
YFR048W	RMD8	chrVI:246145-248134	46.3317	47.0983
YFR049W	YMR31	chrVI:248522-248894	86.8402	65.8233
YFR050C	PRE4	chrVI:249065-249866	234.108	193.194
YFR051C	RET2	chrVI:250162-251803	105.099	100.234
YFR052C-A	YFR052C-A	chrVI:253428-255049	498.974	640.356
YFR052W	RPN12	chrVI:252504-253329	273.931	205.405
YFR053C	HXK1	chrVI:253428-255049	365.768	696.994
YFR054C	YFR054C	chrVI:258854-259433	1.34776	1.73835
YFR055W	IRC7	chrVI:263956-265226	208.368	252.457
YFR056C	YFR056C	chrVI:263956-265226	12.0703	13.4405
YFR057W	YFR057W	chrVI:269060-269516	0	0
YGL001C	ERG26	chrVII:495452-496502	102.462	117.507
YGL002W	ERP6	chrVII:494516-495167	85.6759	94.2111
YGL003C	CDH1	chrVII:492473-494174	29.4614	29.088
YGL004C	RPN14	chrVII:490702-491956	28.562	31.2408
YGL005C	COG7	chrVII:489707-490547	65.3565	107.09
YGL006W	PMC1	chrVII:485920-489442	22.0801	21.6892
YGL006W-A	YGL006W-A	chrVII:485422-485533	0	0
YGL007C-A	YGL007C-A	chrVII:482940-483027	186.352	0
YGL007W	BRP1	chrVII:483259-483637	6.7231	3.5728
YGL008C	PMA1	chrVII:479909-482666	1502.2	862.627
YGL009C	LEU1	chrVII:476312-478652	219.949	300.481
YGL010W	YGL010W	chrVII:475544-476069	29.9206	31.4831
YGL011C	SCL1	chrVII:474488-475247	568.44	457.63
YGL012W	ERG4	chrVII:472854-474276	231.545	303.64
YGL013C	PDR1	chrVII:469091-472298	35.5949	37.6386
YGL014C-A	YGL014C-A	chrVII:466140-468807	325.054	342.202
YGL014W	PUF4	chrVII:466140-468807	65.5555	61.9908
YGL015C	YGL015C	chrVII:465042-465435	2.98929	3.21999
YGL016W	KAP122	chrVII:461665-464911	27.3477	24.0958
YGL017W	ATE1	chrVII:459853-461365	25.6616	27.6279
YGL018C	JAC1	chrVII:459109-459664	64.1863	78.9817
YGL019W	CKB1	chrVII:458155-458992	145.703	132.525
YGL020C	GET1	chrVII:457162-457870	152.438	165.8
YGL021W	ALK1	chrVII:454784-457067	40.7403	27.4362
YGL022W	STT3	chrVII:452403-454560	110.075	110.084
YGL023C	PIB2	chrVII:450196-452104	25.1654	36.56
YGL024W	YGL024W	chrVII:448763-450123	22.4908	29.0318
YGL025C	PGD1	chrVII:448763-450123	22.2109	23.3683
YGL026C	TRP5	chrVII:446411-448535	188.174	273.078
YGL027C	CWH41	chrVII:443641-446143	50.5369	73.0649
YGL028C	SCW11	chrVII:441280-442909	127.292	19.4404
YGL029W	CGR1	chrVII:440062-440425	1259.16	900.634
YGL030W	RPL30	chrVII:439090-439638	25704.4	17045.4
YGL031C	RPL24A	chrVII:437466-438397	2198.31	1572.98
YGL032C	AGA2	chrVII:436569-436833	654.093	999.694
YGL033W	HOP2	chrVII:435624-436351	6.06335	3.70666
YGL034C	YGL034C	chrVII:433213-433579	3.00045	1.2453
YGL035C	MIG1	chrVII:431547-433062	87.2702	74.9467
YGL036W	YGL036W	chrVII:428600-431330	21.4288	21.2698
YGL037C	PNC1	chrVII:427296-427947	163.358	257.814
YGL038C	OCH1	chrVII:425361-426804	53.3797	64.3987
YGL039W	YGL039W	chrVII:423960-425007	169.861	102.817
YGL040C	HEM2	chrVII:419526-420555	118.08	105.319
YGL041C	YGL041C	chrVII:418703-419289	264.89	278.722
YGL041C-B	YGL041C-B	chrVII:418703-419289	39.4296	44.2711
YGL041W-A	YGL041W-A	chrVII:418703-419289	78.6069	70.4043
YGL042C	YGL042C	chrVII:417482-418593	175.693	150.265
YGL043W	DST1	chrVII:417482-418593	118.249	110.431
YGL044C	RNA15	chrVII:416145-417036	65.1101	56.0217
YGL045W	RIM8	chrVII:414101-415730	6.95168	12.1128
YGL047W	ALG13	chrVII:411551-412160	30.8563	25.3649
YGL048C	RPT6	chrVII:410068-411286	394.979	291.931
YGL049C	TIF4632	chrVII:406859-409604	43.3793	47.7598
YGL050W	TYW3	chrVII:405775-406597	63.662	58.9256
YGL051W	MST27	chrVII:403436-404391	8.68433	8.44908
YGL052W	YGL052W	chrVII:403436-404391	41.6341	45.4726
YGL053W	PRM8	chrVII:402588-403302	24.0537	27.649
YGL054C	ERV14	chrVII:400870-401287	893.893	685.254
YGL055W	OLE1	chrVII:398627-400160	816.181	492.138
YGL056C	SDS23	chrVII:396034-397618	110.719	123.99
YGL057C	GEP7	chrVII:394965-395829	26.5495	27.2073
YGL058W	RAD6	chrVII:393985-394504	280.373	242.966
YGL059W	PKP2	chrVII:392222-393698	22.1764	45.2127
YGL060W	YBP2	chrVII:390064-391990	22.9246	30.6237
YGL061C	DUO1	chrVII:388967-389711	58.7329	69.1223
YGL062W	PYC1	chrVII:385195-388732	238.759	349.529
YGL063C-A	YGL063C-A	chrVII:383653-384766	58.6931	36.9486
YGL063W	PUS2	chrVII:383653-384766	5.58678	6.99439
YGL064C	MRH4	chrVII:381522-383208	48.1814	41.0243
YGL065C	ALG2	chrVII:379759-381271	95.8351	118.985
YGL066W	SGF73	chrVII:377608-379582	14.4878	19.8548
YGL067W	NPY1	chrVII:376100-377255	72.2276	63.7686
YGL068W	MNP1	chrVII:375049-375671	159.727	153.686
YGL069C	YGL069C	chrVII:375049-375671	0.596164	0.342624
YGL070C	RPB9	chrVII:374458-374827	195.127	163.697
YGL071W	AFT1	chrVII:372011-374084	70.999	76.9443
YGL072C	YGL072C	chrVII:368595-371362	66.0679	82.3244
YGL073W	HSF1	chrVII:368595-371362	33.5201	46.1093
YGL074C	YGL074C	chrVII:368595-371362	2.45932	9.1924
YGL075C	MPS2	chrVII:366924-368088	16.193	21.9063
YGL076C	RPL7A	chrVII:364334-365996	2943.86	1926.19
YGL077C	HNM1	chrVII:362224-363916	261.748	179.875
YGL078C	DBP3	chrVII:360287-361859	347.159	287.633
YGL079W	KXD1	chrVII:359443-360100	45.2018	46.357
YGL080W	FMP37	chrVII:358635-359028	266.964	208.116
YGL081W	YGL081W	chrVII:357376-358339	10.758	10.0253
YGL082W	YGL082W	chrVII:355826-356972	51.4712	44.1766
YGL083W	SCY1	chrVII:353057-355472	22.6097	25.9874
YGL084C	GUP1	chrVII:350615-352298	49.661	48.2226
YGL085W	LCL3	chrVII:349615-350440	54.4305	58.5634
YGL086W	MAD1	chrVII:347118-349368	46.6306	57.1896
YGL087C	MMS2	chrVII:346405-346904	228.289	200.55
YGL088W	YGL088W	chrVII:345835-346230	1.33489	0
YGL089C	MF(ALPHA)2	chrVII:344790-345153	17.7194	16.2737
YGL090W	LIF1	chrVII:343318-344584	24.2122	38.4437
YGL091C	NBP35	chrVII:342055-343042	46.9751	45.2908
YGL092W	NUP145	chrVII:337905-341859	42.8217	39.8644
YGL093W	SPC105	chrVII:334885-337639	16.6439	20.9048
YGL094C	PAN2	chrVII:331117-334465	17.385	20.5228
YGL095C	VPS45	chrVII:328873-330607	41.7798	39.7741
YGL096W	TOS8	chrVII:325330-326161	7.61156	9.42248
YGL097W	SRM1	chrVII:321781-323230	104.922	101.083
YGL098W	USE1	chrVII:317341-318079	52.7972	65.4961
YGL099W	LSG1	chrVII:314630-316553	130.27	115.337
YGL100W	SEH1	chrVII:313233-314283	102.537	92.4254
YGL101W	YGL101W	chrVII:312192-312840	112.568	102.953
YGL102C	YGL102C	chrVII:310966-311933	3111.37	2484.22
YGL103W	RPL28	chrVII:310966-311933	202.142	100.598
YGL104C	VPS73	chrVII:308712-310173	16.6369	16.5303
YGL105W	ARC1	chrVII:307436-308567	710.126	632.343
YGL106W	MLC1	chrVII:306559-307009	572.494	580.421
YGL107C	RMD9	chrVII:304332-306273	47.0204	45.9626
YGL108C	YGL108C	chrVII:303512-304071	112.038	161.091
YGL109W	YGL109W	chrVII:303512-304071	29.5766	41.5494
YGL110C	CUE3	chrVII:301536-303411	42.8302	41.1445
YGL111W	NSA1	chrVII:299977-301369	136.691	111.85
YGL112C	TAF6	chrVII:298177-299728	79.3099	72.5146
YGL113W	SLD3	chrVII:295931-297938	30.3299	30.3941
YGL114W	YGL114W	chrVII:293459-295637	23.1613	35.9725
YGL115W	SNF4	chrVII:292032-293001	122.363	103.833
YGL116W	CDC20	chrVII:289808-291641	54.183	25.3633
YGL117W	YGL117W	chrVII:288511-289309	113.82	367.707
YGL118C	YGL118C	chrVII:288013-288451	1.21742	0.75089
YGL119W	COQ8	chrVII:284441-285947	61.1114	58.5979
YGL120C	PRP43	chrVII:281633-283937	226.611	188.246
YGL121C	GPG1	chrVII:280776-281157	20.0155	31.5942
YGL122C	NAB2	chrVII:278945-280523	106.679	95.6714
YGL123C-A	YGL123C-A	chrVII:277616-278381	12059.2	8802.4
YGL123W	RPS2	chrVII:277616-278381	5703.3	4494.29
YGL124C	MON1	chrVII:274779-276714	21.362	23.8934
YGL125W	MET13	chrVII:272519-274322	20.0913	35.3334
YGL126W	SCS3	chrVII:270996-272139	34.532	43.2185
YGL127C	SOH1	chrVII:270391-270775	118.636	107.844
YGL128C	CWC23	chrVII:269292-270144	38.4331	35.9917
YGL129C	RSM23	chrVII:267722-269075	74.7402	81.7326
YGL130W	CEG1	chrVII:266144-267524	41.7969	42.4763
YGL131C	SNT2	chrVII:261579-265859	6.17811	8.29705
YGL132W	YGL132W	chrVII:261579-265859	5.75561	2.74473
YGL133W	ITC1	chrVII:257706-261501	25.1127	27.5508
YGL134W	PCL10	chrVII:255662-256964	30.3784	27.3489
YGL135W	RPL1B	chrVII:254640-255294	910.807	617.589
YGL136C	MRM2	chrVII:252896-253859	32.6242	32.8423
YGL137W	SEC27	chrVII:249868-252738	106.267	108.476
YGL138C	YGL138C	chrVII:248493-249531	0.247058	0.715281
YGL139W	FLC3	chrVII:245715-248124	41.0243	38.1263
YGL140C	YGL140C	chrVII:241352-245012	23.4733	22.1104
YGL141W	HUL5	chrVII:238352-241085	17.3394	15.6203
YGL142C	GPI10	chrVII:236268-238119	24.5006	25.0918
YGL143C	MRF1	chrVII:234716-235958	14.7827	21.3812
YGL144C	ROG1	chrVII:232449-234507	26.1604	30.054
YGL145W	TIP20	chrVII:230242-232348	60.4591	57.3322
YGL146C	RRT6	chrVII:228750-229686	10.3617	11.8818
YGL147C	RPL9A	chrVII:227753-228329	5341.76	3539.09
YGL148W	ARO2	chrVII:226398-227529	447.688	543.994
YGL149W	YGL149W	chrVII:221103-225877	3.82056	7.01796
YGL150C	INO80	chrVII:221103-225877	34.2932	40.2311
YGL151W	NUT1	chrVII:217523-220922	24.0417	22.1944
YGL152C	YGL152C	chrVII:216272-217369	41.1258	37.637
YGL153W	PEX14	chrVII:216272-217369	18.3187	23.4534
YGL154C	LYS5	chrVII:215277-216096	35.2217	37.7552
YGL155W	CDC43	chrVII:214080-215211	58.1347	52.3974
YGL156W	AMS1	chrVII:210415-213667	9.77124	10.7977
YGL157W	ARI1	chrVII:209005-210049	200.526	160.264
YGL158W	RCK1	chrVII:207032-208571	3.58142	3.83634
YGL159W	YGL159W	chrVII:202720-203833	43.3657	45.1207
YGL160W	AIM14	chrVII:200560-202273	31.7541	36.538
YGL161C	YIP5	chrVII:199209-200142	64.0355	53.4451
YGL162W	SUT1	chrVII:198137-199037	35.1538	48.2766
YGL163C	RAD54	chrVII:193706-196403	26.5011	41.5126
YGL164C	YRB30	chrVII:191977-193300	47.7023	48.8842
YGL165C	YGL165C	chrVII:191128-191976	64.6455	63.554
YGL166W	CUP2	chrVII:191128-191976	19.6157	20.4324
YGL167C	PMR1	chrVII:187463-190468	66.3388	59.5757
YGL168W	HUR1	chrVII:187463-190468	123.651	79.2034
YGL169W	SUA5	chrVII:186058-187339	72.131	64.4321
YGL170C	SPO74	chrVII:184152-185394	11.8717	9.06179
YGL171W	ROK1	chrVII:182389-184084	129.951	128.842
YGL172W	NUP49	chrVII:180699-182118	37.1645	33.1249
YGL173C	KEM1	chrVII:175526-180113	71.8846	66.6497
YGL174W	BUD13	chrVII:174544-175345	25.7727	37.2065
YGL175C	SAE2	chrVII:173284-174322	10.1155	12.7141
YGL176C	YGL176C	chrVII:171414-173079	32.8203	27.7947
YGL177W	YGL177W	chrVII:167351-170571	5.04759	3.16805
YGL178W	MPT5	chrVII:167351-170571	36.1695	44.308
YGL179C	TOS3	chrVII:163408-165091	33.2189	30.2635
YGL180W	ATG1	chrVII:160064-162758	10.1742	12.8641
YGL181W	GTS1	chrVII:157905-159096	43.8193	39.968
YGL182C	YGL182C	chrVII:156542-157596	2.40321	2.3963
YGL183C	MND1	chrVII:156542-157596	6.0094	12.3144
YGL184C	STR3	chrVII:154614-156012	3.43241	34.2552
YGL185C	YGL185C	chrVII:153166-154306	24.8559	37.7399
YGL186C	TPN1	chrVII:151036-152776	56.0935	67.6185
YGL187C	COX4	chrVII:149703-150525	147.534	114.829
YGL188C	YGL188C	chrVII:149342-149516	540.817	248.155
YGL188C-A	YGL188C-A	chrVII:148228-148966	0	0
YGL189C	RPS26A	chrVII:148228-148966	5024.96	3594.35
YGL190C	CDC55	chrVII:145808-147389	87.9601	80.4051
YGL191W	COX13	chrVII:144807-145197	538.478	464.589
YGL192W	IME4	chrVII:142245-144048	36.0925	39.6255
YGL193C	YGL193C	chrVII:141915-142227	87.2641	91.7438
YGL194C	HOS2	chrVII:140367-141726	30.3308	25.7486
YGL194C-A	YGL194C-A	chrVII:139718-139961	167.4	154.577
YGL195W	GCN1	chrVII:131524-139543	39.9063	36.0257
YGL196W	DSD1	chrVII:129882-131169	49.3817	38.7022
YGL197W	MDS3	chrVII:124697-129161	12.0891	16.1384
YGL198W	YIP4	chrVII:123571-124298	52.1401	63.2939
YGL199C	YGL199C	chrVII:123571-124298	0	0
YGL200C	EMP24	chrVII:122693-123305	347.762	388.243
YGL201C	MCM6	chrVII:117853-120907	36.7744	29.6271
YGL202W	ARO8	chrVII:116058-117561	295.78	409.862
YGL203C	KEX1	chrVII:112474-114664	55.1776	57.2578
YGL204C	YGL204C	chrVII:111699-112005	48.9455	69.5222
YGL205W	POX1	chrVII:108157-110404	1.20467	2.63799
YGL206C	CHC1	chrVII:102542-107504	40.5153	31.973
YGL207W	SPT16	chrVII:98968-102076	119.141	136.372
YGL208W	SIP2	chrVII:97337-98585	10.247	10.711
YGL209W	MIG2	chrVII:95857-97006	227.236	181.856
YGL210W	YPT32	chrVII:93791-94460	105.457	88.6877
YGL211W	NCS6	chrVII:92511-93591	72.52	82.0337
YGL212W	VAM7	chrVII:91431-92382	13.8441	17.1815
YGL213C	SKI8	chrVII:90009-91247	89.3785	80.8476
YGL214W	YGL214W	chrVII:90009-91247	4.05712	3.1857
YGL215W	CLG1	chrVII:87980-89339	225.929	272.35
YGL216W	KIP3	chrVII:84838-87302	25.4665	23.981
YGL217C	YGL217C	chrVII:84838-87302	2.39476	2.78736
YGL218W	YGL218W	chrVII:82877-84300	35.7179	61.8746
YGL219C	MDM34	chrVII:82877-84300	32.5477	43.8616
YGL220W	FRA2	chrVII:82373-82736	500.495	525.897
YGL221C	NIF3	chrVII:81425-82292	125.804	84.8129
YGL222C	EDC1	chrVII:80658-81186	43.1112	32.7289
YGL223C	COG1	chrVII:79111-80365	65.9174	71.4624
YGL224C	SDT1	chrVII:78014-78857	130.675	287.941
YGL225W	VRG4	chrVII:76893-77907	253.175	280.619
YGL226C-A	OST5	chrVII:72748-73158	1201.06	1133.82
YGL226W	MTC3	chrVII:73339-73711	80.617	87.7037
YGL227W	VID30	chrVII:69670-72547	9.74651	16.4097
YGL228W	SHE10	chrVII:67597-69331	108.023	145.111
YGL229C	SAP4	chrVII:64502-66959	5.12215	5.10261
YGL230C	YGL230C	chrVII:63771-64215	8.45715	15.1346
YGL231C	EMC4	chrVII:63047-63620	330.372	284.744
YGL232W	TAN1	chrVII:62074-63002	120.032	106.003
YGL233W	SEC15	chrVII:59121-61854	27.1369	31.1938
YGL234W	ADE5%2C7	chrVII:56481-58890	155.186	191.835
YGL235W	YGL235W	chrVII:53786-55815	8.88024	22.207
YGL236C	MTO1	chrVII:53786-55815	14.27	19.7077
YGL237C	HAP2	chrVII:52730-53528	12.9538	11.7635
YGL238W	CSE1	chrVII:49430-52434	84.1934	72.7138
YGL239C	YGL239C	chrVII:49430-52434	6.52802	5.33972
YGL240W	DOC1	chrVII:48612-49365	5.61977	7.01343
YGL241W	KAP114	chrVII:45444-48459	19.7978	23.1087
YGL242C	YGL242C	chrVII:44651-45197	93.2083	114.32
YGL243W	TAD1	chrVII:43306-44509	49.5795	53.6878
YGL244W	RTF1	chrVII:41497-43174	110.612	125.054
YGL245W	GUS1	chrVII:39022-41149	388.588	339.922
YGL246C	RAI1	chrVII:37616-38780	142.6	130.077
YGL247W	BRR6	chrVII:36932-37526	64.8101	55.2381
YGL248W	PDE1	chrVII:35652-36762	31.7984	41.4004
YGL249W	ZIP2	chrVII:33097-35212	7.10968	7.5458
YGL250W	RMR1	chrVII:31909-32635	20.5318	20.0072
YGL251C	HFM1	chrVII:27920-31636	8.09209	10.4114
YGL252C	RTG2	chrVII:25717-27484	63.2654	62.3644
YGL253W	HXK2	chrVII:23934-25395	1268.13	1284.58
YGL254W	FZF1	chrVII:22303-23203	36.92	42.0362
YGL255W	ZRT1	chrVII:20977-22108	823.231	416.917
YGL256W	ADH4	chrVII:15158-16307	116.572	109.371
YGL257C	MNT2	chrVII:12480-14157	44.196	37.2197
YGL258W	VEL1	chrVII:11109-11730	5.80159	4.98519
YGL258W-A	YGL258W-A	chrVII:9161-9395	1.71734	8.25939
YGL259W	YPS5	chrVII:8469-8967	0.386807	2.15392
YGL260W	YGL260W	chrVII:6859-7090	0	0
YGL261C	PAU11	chrVII:6289-6652	1.73624	2.09429
YGL262W	YGL262W	chrVII:5311-5839	0	0.561348
YGL263W	COS12	chrVII:2789-3932	1.01628	0.610682
YGR001C	YGR001C	chrVII:497132-498034	247.619	279.914
YGR002C	SWC4	chrVII:498475-499906	29.3685	31.6975
YGR003W	CUL3	chrVII:500131-502366	23.2674	27.0243
YGR004W	PEX31	chrVII:502937-504326	30.0298	25.3257
YGR005C	TFG2	chrVII:504656-505859	88.3215	91.625
YGR006W	PRP18	chrVII:506069-506825	24.6718	28.3631
YGR007W	ECT1	chrVII:506968-507940	107.983	98.782
YGR008C	STF2	chrVII:508109-508364	1911.58	3623.76
YGR009C	SEC9	chrVII:509046-511002	44.9056	51.8157
YGR010W	NMA2	chrVII:511544-512823	26.5768	32.0661
YGR011W	YGR011W	chrVII:511544-512823	58.1388	37.889
YGR012W	YGR012W	chrVII:513158-514340	47.5041	49.8163
YGR013W	SNU71	chrVII:514553-516416	28.787	32.9265
YGR014W	MSB2	chrVII:516942-520863	35.2116	34.4029
YGR015C	YGR015C	chrVII:521089-522076	25.3149	26.7796
YGR016W	YGR016W	chrVII:522260-522833	19.5952	23.4402
YGR017W	YGR017W	chrVII:523786-524694	70.678	76.6077
YGR018C	YGR018C	chrVII:523786-524694	82.8715	92.6117
YGR019W	UGA1	chrVII:525228-526644	76.7037	92.8457
YGR020C	VMA7	chrVII:526972-527329	1706.03	1152.15
YGR021W	YGR021W	chrVII:527631-528504	30.6148	27.1225
YGR022C	YGR022C	chrVII:529256-530919	0	0
YGR023W	MTL1	chrVII:529256-530919	4.5614	8.96073
YGR024C	THG1	chrVII:531882-532596	160.107	150.006
YGR025W	YGR025W	chrVII:532638-532941	0.820325	1.37644
YGR026W	YGR026W	chrVII:532984-533821	220.176	212.177
YGR027C	RPS25A	chrVII:534131-534785	3403.59	2297.66
YGR027W-A	YGR027W-A	chrVII:536056-541325	0	0
YGR027W-B	YGR027W-B	chrVII:536056-541325	0	0
YGR028W	MSP1	chrVII:542202-543291	38.5669	38.7801
YGR029W	ERV1	chrVII:543552-544205	93.9004	107.96
YGR030C	POP6	chrVII:545680-546157	83.8302	90.5913
YGR031C-A	NAG1	chrVII:546440-547469	42.9974	39.7949
YGR031W	YGR031W	chrVII:546440-547469	36.3124	36.7605
YGR032W	GSC2	chrVII:548263-553951	41.3281	56.1644
YGR033C	TIM21	chrVII:554247-554967	140.439	120.686
YGR034W	RPL26B	chrVII:555811-556672	7656.58	5154.04
YGR035C	YGR035C	chrVII:557071-557422	1238.97	611.945
YGR035W-A	YGR035W-A	chrVII:557564-557786	413.689	430.837
YGR036C	CAX4	chrVII:558148-558868	121.485	109.77
YGR037C	ACB1	chrVII:559730-559994	11291.9	8188.26
YGR038C-A	YGR038C-A	chrVII:562198-567467	0.665739	0.85068
YGR038C-B	YGR038C-B	chrVII:562198-567467	0	0
YGR038W	ORM1	chrVII:560681-561350	68.8792	50.7372
YGR039W	YGR039W	chrVII:574887-575199	21.6033	25.8391
YGR040W	KSS1	chrVII:575397-576504	64.8646	46.2188
YGR041W	BUD9	chrVII:577486-579130	35.5562	19.2333
YGR042W	YGR042W	chrVII:579475-580291	65.9413	50.3764
YGR043C	NQM1	chrVII:580434-581436	18.8777	34.6282
YGR044C	RME1	chrVII:582989-583892	72.7141	21.7478
YGR045C	YGR045C	chrVII:583933-584296	4.19475	3.44442
YGR046W	TAM41	chrVII:584894-586052	66.0902	72.6896
YGR047C	TFC4	chrVII:586391-589469	20.0348	21.2197
YGR048W	UFD1	chrVII:589825-590911	78.1049	69.3063
YGR049W	SCM4	chrVII:591313-591877	56.9891	87.9181
YGR050C	YGR050C	chrVII:592085-592442	30.0733	28.3623
YGR051C	YGR051C	chrVII:592905-593229	8.44542	8.31947
YGR052W	FMP48	chrVII:593595-594705	3.29724	6.95017
YGR053C	YGR053C	chrVII:594985-595837	5.74201	8.80151
YGR054W	YGR054W	chrVII:596692-598621	175.149	176.378
YGR055W	MUP1	chrVII:599416-601141	62.8985	162.058
YGR056W	RSC1	chrVII:601660-604447	26.0826	27.4031
YGR057C	LST7	chrVII:604772-605501	61.2875	66.595
YGR058W	PEF1	chrVII:606135-607143	37.1505	36.6641
YGR059W	SPR3	chrVII:607562-609101	5.35268	9.08741
YGR060W	ERG25	chrVII:610563-611493	405.955	451.631
YGR061C	ADE6	chrVII:611888-615965	84.6136	90.7733
YGR062C	COX18	chrVII:616327-617278	23.9732	20.7474
YGR063C	SPT4	chrVII:617515-617989	93.7052	110.162
YGR064W	YGR064W	chrVII:617515-617989	122.288	82.2021
YGR065C	VHT1	chrVII:618076-619858	115.843	169.361
YGR066C	YGR066C	chrVII:620920-621799	16.8037	22.7432
YGR067C	YGR067C	chrVII:622371-624786	1.93551	2.59525
